Unique ID	Post	Labels Set		
1095	अमरीका की डेमोक्रेटिक पार्टी की उपराष्	non-hostile		
1096	"शिवसेना ने अपने मुख पत्र 'सामना' के जरिए अभिनेत्री कंगना रनौत पर फिर हमला बोला है -
#KangnaRanaut 

https://t.co/bAYgFjg1BJ"	non-hostile		
1097	"बीजेपी MLA ने जनसंपर्क अभियान के दौरान सोशल डिस्टेंसिंग की उड़ाई धज्जियां, नहीं दिखा चेहरे पर मास्क

दिलीप कुमार की रिपोर्ट

https://t.co/ozvkrJvZur"	non-hostile		
1098	"विदेश जाने के लिए और करना होगा इंतजार, अंतरराष्ट्रीय यात्री उड़ान सेवाएं फिर सस्पेंड-
#CoronaCrisis 
https://t.co/ftQqE99OD3"	non-hostile		
1099	"जीएसटी कंपंसेशन पर अड़ा पश्चिम बंगाल, कहा.. पीछे हटने का सवाल ही नहीं उठता
://nbt.in/aldqAZ/omx via @NavbharatTimes"	non-hostile		
1101	उच्	non-hostile		
1103	"अप्रैल-जून तिमाही में भारत की जीडीपी में 23.9 फीसदी की भारी गिरावट | #GDP
https://t.co/zD0cupjaGc"	non-hostile		
1105	"योगी सरकार मे 50 लाख अधिक बच्चे स्कूल पहुंचे। 90 हजार स्कूलों को कायाकल्प से बदला गया। 193 नए इंटर कॉलेज, 51 नए डिग्री कॉलेज और 2 नए विश्वविद्यालय बनाने की प्रक्रिया शुरू हुई है।,"	hate		
1109	"सप्ताह के पहले कारोबारी दिन बाजार स्थिर, सेंसेक्स में 19.85 अंकों की मामूली बढ़त
#Sensex
https://t.co/2vuLYVJpKc"	non-hostile		
1110	"मोदी सरकार की नासमझी नीतियों और कोरोना को नियंत्रित करने में नाकामी ने भारत को एक अभूतपूर्व आर्थिक और स्वास्थ्य संकट में धकेल दिया है। 

फिर भी, सरकार केवल झूठ बोलती है और वास्तविक मुद्दों से ध्यान हटाने की कोशिश करती है।"	hate		
1112	"दुर्गापुर में बने केंद्रीय यांत्रिक अभियांत्रिकी अनुसंधान संस्थान ने अपनी आवासीय कालोनी में एक विशाल सौर वृक्ष लगाया है.
#WestBengal
https://t.co/IKJ8Qrgxil"	non-hostile		
1113	"#TaalThokKeLive: सुशांत के लिए सबसे बड़ा आंदोलन   
@aditi_tyagi @SachinArorra
 #IAmSushant पर ट्वीट कर कहिए अपनी बात 
LIVE- https://t.co/IXQwI6IUdn https://t.co/Xy2xD1g5ex"	non-hostile		
1114	सोची समझी साजिश का शिकार हुए सुशांत? देखिए 'महाभारत' सुचरिता कुकरेती के साथ रिपब्लिक भारत पर LIVE : https://t.co/G945HvRmSx https://t.co/wpnKdMIshn	non-hostile		
1115	"राष्ट्रपति कोविंद ने पूर्व राष्ट्रपति प्रणब मुखर्जी के निधन पर जताया दुख, कहा- एक युग की समाप्ति
https://t.co/SwXjusIia3"	non-hostile		
1116	"@AshokShrivasta6 ये २१वी सदी का ग़दर देख लो! जाहिलों की तरह यें गुंडे बेचारे अकेले मार्शल पे हमला करके मर्द बन रहे हैं!
इनका कच्छा खोलो तो साले सारे के सारे नपुंसक हैं पता चल जाएगा! महिलाएँ भी कितनी डरी हुई हैं इन हिजड़ों से!"	hate		
1118	"हिरासत में लिए गए ड्रग पैडलर से एनसीबी की पूछताछ जारी 
#SushantSinghRajputCase 
(@arvindojha)

https://t.co/SpR22x7mmI"	non-hostile		
1119	"मयंक बोले -IPL नहीं खेलने से बेहतर है दिशा-निर्देशों का पालन करना
#IPL2020 

https://t.co/LeAz5Dt7Yy"	non-hostile		
1124	"#Kannauj प्रेमी जोड़े ने नहर में लगाई छलांग, लड़की के भाई को देख नहर में कूदे, कल शाम से अभी तक तलाश जारी, सीओ छिबरामऊ पुलिस टीम के साथ मौजूद, सौरिख थाना के मलिकपुर गांव का मामला. @kannaujpolice @Uppolice #policemedianews"	non-hostile		
1125	"एयर इंडिया दे रहा बुजुर्गों को तगड़ा डिस्काउंट, जानिए कैसे मिलेगा सस्ता टिकट
https://t.co/TpWKGR9Ums via @NavbharatTimes 
#AirIndia #AirTravel https://t.co/BRdkx7LSII"	non-hostile		
1128	"सेबी ने धोखाधड़ी भरे कारोबार को लेकर 12 लोगों पर लगाया जुर्माना
https://t.co/MZWJ5Ike63 via @NavbharatTimes 
#Sebi #ShareMarket https://t.co/DkJIq9eX3j"	non-hostile		
1129	"पिछले 6 साल के मोदी राज में भाजपा के खजाने का विकास तो हुआ है, मगर देश का #विकास_गायब_है..!!"	hate		
1130	शिक्षण पद्धति और बाल मनोविज्ञान की दृष्टि से सभी स्	non-hostile		
1131	"#PranabMukherjee भारत के पूर्व राष्ट्रपति 
का सफ़र और उपलब्धियां...

Watch Video: 
https://t.co/HGyBjAn1lH"	non-hostile		
1132	"मन की बात 2.0’ की 15वीं कड़ी में प्रधानमंत्री, @narendramodi के सम्बोधन का मूल पाठ (30.08.2020)

विवरण : https://t.co/HoYfAAFJll

@PMOIndia 

#MannKiBaat"	non-hostile		
1133	यूएन के द्वारा  21वीं सदी का  यह  सबसे बड़ा जनोसाइड है  पर क्या मजाल है कि किसी मुस्लिम  या लिब्रांडू ने इसके बारे में  छापा हो  इस्लाम में  शांति लाने के लिए  गैर मुस्लिमों को  मारा जाता है  यह इसका सबूत है..	hate		
1134	"कोंग्रेसी बता रहे है प्रियंका वाड्रा हुकम का इक्का है। 

अबे अगर तुम्हारे पास इक्का था तो जोकर से क्यों खेल रहे थे।😂😂"	hate		
1135	@globaltimesnews चाइना ने साइंस को जन्म दीं भारत ने मूर्खों  गवार अंधभक्तों को जन्म दीं	hate		
1136	"जब कोरोना हज़ारों में था तो भाजपा नेता श्रेय मोदी जी को दे रहे थे।अब दुनिया में दूसरे नम्बर पर पहुँचने वाला है तो किसको श्रेय देना चाहिए? 
@INCIndia"	non-hostile		
1138	"जब एलके आडवाणी की मांग पर प्रणब मुखर्जी ने कालेधन पर संसद में किया था बड़ा ऐलान | #PranabMukherjee 
https://t.co/lO9GGMJUsq"	non-hostile		
1139	"#Ghaziabad पुलिस से बेखौफ बदमाशों ने युवक को मारी गोली, आपसी विवाद में युवक को गोली मारकर आरोपी बदमाश हुए फरार, घायल युवक को अस्पताल में कराया भर्ती, आरोपियों की तलाश में जुटी पुलिस, कैला भट्टा के लालटेन फैक्ट्री के पास का मामला। @ghaziabadpolice @Uppolice #policemedianews"	non-hostile		
1140	"Redmi 9 Prime और Redmi 9 की सेल आज दोपहर 12 बजे, जानें स्पेसिफिकेशन और ऑफर्स
https://t.co/KzbthV3juh"	non-hostile		
1143	"ये है मोदी जी जिन्होंने देश की विकास को चाय मे डालकर बेच डाले l
इनके सरकार में माफिया का राज़ है।
बचा लो देश ये सरकार घोखा है l"	hate		
1144	"तो क्या रिटायरमेंट से पहले होगा ट्रिपल एच का आखिरी मैच?
#WWE #TripleH
https://t.co/SVVa4PAM2a"	non-hostile		
1146	दिल्ली सरकार लॉन्च करेगी ऑनलाइन बाजार :  @ArvindKejriwal https://t.co/F4FqkD7U61	non-hostile		
1147	"‘वोडाफोन आइडिया में वेरिजोन और ऐमजॉन के निवेश का कोई प्रस्ताव नहीं
https://t.co/1csshNsbdO via @NavbharatTimes 
#Vodafone #Idea #Verizon #Amazon https://t.co/qeMZRBeRha"	non-hostile		
1151	"#SushantSinghRajput केस पर बात करते हुए बोले भाजपा प्रवक्ता @RamKadam: जिस 74 वर्ष के पिता ने अपने पुत्र को खोया है, उस बूढ़े पिता को न्याय देने की जगह पर महाराष्ट्र सरकार उनका अपमान करती है, पीड़ित करती है, प्रताड़ित करती है और धमकाती है।
#Dangal #Mumbai | @SardanaRohit https://t.co/O7EtuXj74V"	non-hostile		
1152	कोविड-19 प्रबंधन के लिए राष्ट्रीय निर्देशों का पूरे देश में पालना करना जारी रहेगा। https://t.co/5cHqXBJW9H https://t.co/vvgraeIVB0	non-hostile		
1154	"विकास दुबे के खजांची जय बाजपेयी की संपत्ति जब्त, पत्नी बोली-हमे फंसाया गया है

#JaiBajpai #VikasDubey 

https://t.co/XowTtiHRZS"	non-hostile		
1155	"हेराफेरी से चीन ऊंचे पायदान पर, वर्ल्ड बैंक ने जांच के लिए रोकी रिपोर्ट
https://t.co/ln12RUSAUl via @NavbharatTimes 
#WorldBank #China #DoingBusiness https://t.co/Q6wrLDVOkE"	non-hostile		
1156	"जिन डॉक्टरों ने किया सुशांत का पोस्टमॉर्टम, अब उनसे होंगे सवाल-जवाब
#Video

https://t.co/qt2pLMOIem"	non-hostile		
1157	"कोरोना काल में पितृपक्ष मेला रद्द होने के बाद चोरी छिपे पिंड दान कर रहे लोग, अंधेरे में पितरों को दिला रहे मोक्ष

https://t.co/1BsUAwAj8p"	non-hostile		
1158	फ़्रांस की चार्ली हेब्दो ने दुबारा पैगंबर मोहम्मद पर कार्टून छापा है -मैग्जीन का कहना है कि हम नहीं झुकेंगे और न किसी से डरते है सच्चाई जनता के सामने लाते रहेंगे...!!	hate		
1159	"जर्नल ऑफ लेबोरेटरी फिजिशियन की एक स्टडी रिपोर्ट में कोरोना वायरस के म्यूटेशन को लेकर कई जानकारियां दी गई हैं
#HindiNews
https://t.co/iEUdekRrdI"	non-hostile		
1160	भारत में एक दिन में कोरोना वायरस संक्रमण के 90 हज़ार से ज़्यादा नए केस https://t.co/ggxDJxW42F	non-hostile		
1162	"भारत के पास युद्ध जीतने का कोई मौका नहीं'; संपादकीय लिख भारत को धमका रहा ड्रैगन -
#IndiaChinaBorderTension 

https://t.co/D51Jlo5NRy"	non-hostile		
1164	"जिस तरह से RSS/BJP आरक्षण &amp; नौकरी ख़त्म कर रहे हैं,दिन दूर नही पूरा समाप्त होने में। जितना कांग्रेस को दलितों की ज़रूरत है उससे ज़्यादा दलितों को कांग्रेस की ज़रूरत है। कांग्रेस ही बचा सकती है।
@INCIndia"	non-hostile		
1166	"यहां मिला 424 साल पुराना दुर्लभ ताम्रपत्र, राजा रुद्रचंद ने लिखकर दिया था जमीन दान देने का आदेश
#Uttarakhand #CopperPlates #Almora 
https://t.co/w48p3Wzj3h"	non-hostile		
1167	आप हमारी वेबसाइट पर खबरें पढ़ने के साथ साथ लाइव टीवी भी देख सकते हैं- https://t.co/2hDhdVVIs8	non-hostile		
1176	"कांग्रेस ने केंद्र सरकार पर दागे सवाल, भारत को बताया 'कोरोना कैपिटल'

#Congress #COVIDー19

https://t.co/CjyNb0K1uO"	non-hostile		
1177	अगर तुर्की जाने से आमिर खान देशद्रोही हैं तो बिना बुलाए मोदी जी पाकिस्तान गए तो क्या कहेंगे? बोलो दोगलों!	non-hostile		
1178	"बेजोस की संपत्ति 200 अरब डॉलर के पार, 100 अरब डॉलर के क्लब में शामिल हुए एलन मस्क
https://t.co/91OpSK5nEI via @NavbharatTimes"	non-hostile		
1180	"सेंसेक्स शुरुआती कारोबार में 400 अंक चढ़ा, निफ्टी 11,500 अंक के पार
https://t.co/LjFr1a6DJo via @NavbharatTimes 
#ShareMarket #Sensex #Nifty https://t.co/5RtvqDg5FT"	non-hostile		
1181	"प्रधान सेवक जी पुलिस विभाग से डाक पहुचाना,पासपोर्ट वेरिफिकेशन ,रिकॉर्ड देख रेख ,समन तमिल, सीसीटीवी , ड्राइवर ,धोबी, नाई,रसोई, स्कूल- कॉलेज की सुरक्षा, यातायात व्यवस्था, परीक्षा केंद्र की सुरक्षा आदि 2 दर्जन सेवा का निजीकरण करने जा रहे हैं।लाखों  नौकरी जाएंगी।
@INCIndia"	non-hostile		
1182	"पटना: @RJDforIndia के कार्यकर्ताओं ने बेरोज़गारी को लेकर @Jduonline के ऑफिस के बाहर विरोध प्रदर्शन किया। 
#Bihar https://t.co/ZP2jTlXvZj"	non-hostile		
1184	सार्वजनिक जीवन में विराट कद हासिल करने वाले प्रणब दा ने भारत माता की सेवा एक संत की तरह की। देश के एक विलक्षण सपूत के चले जाने से समूचा राष्ट्र शोकाकुल है।	non-hostile		
1185	"एडम ज़ाम्पा. रॉयल चैलेंजर्स बैंगलोर की नई साइनिंग. हमवतन पेसर केन रिचर्डसन की जगह विराट कोहली की टीम से जुड़े ज़ाम्पा का वक्त सही नहीं चल रहा. पहले T20 में अपने चार ओवर्स में 47 रन लुटाने वाले ज़ाम्पा, दूसरे मैच में फिर पिटे. 
https://t.co/jPogwGZPIu"	non-hostile		
1187	"5 महीने बाद आज सुबह लखनऊ मेट्रो ने मुसाफिरों के साथ सफर किया तो कई लोगों ने इस यादगार लम्हे को अपने मोबाइल में कैद किया। आखिर ये कुछ कुछ ज़िन्दगी के भी पटरी पर लौटने जैसा एहसास था। 

#LucknowMetro https://t.co/GFqGBRQmnD"	non-hostile		
1190	"झूठ के खिलाफ @newsvishvas का एक और बड़ा कदम । Fake News के खिलाफ लड़ने के लिए हमारे व्हाट्सएप चैटबाट से जुड़े और हम बताएंगे आपको पूरा सच- https://t.co/1obLoyZiH1

#FactCheck #News https://t.co/KuxwCZxFr9"	non-hostile		
1192	"#MannKiBaat

प्रधानमंत्री @narendramodi ने नागरिकों से महात्मा गांधी द्वारा असहयोग आंदोलन के दौरान बोए गए बीज को #AatmaNirbharBharat के रूप में एक बरगद के पेड़ में बदलने का आग्रह किया

@PMOIndia @DDNewsHindi @PIBHindi @AIRNewsHindi"	non-hostile		
1193	"दण्डः शास्ति प्रजाः सर्वा दण्ड एवाभिरक्षति
दण्डः सुप्तेषु जागर्ति दण्डं धर्म विदुर्बुधाः।।

'उ.प्र.लोक तथा निजी संपत्ति क्षति वसूली नियमावली 2020' के अनुसार लखनऊ व मेरठ में शीघ्र ही संपत्ति क्षति दावा अधिकरण गठित किया जाएगा।

नया उत्तर प्रदेश है, उपद्रवियों से सख्ती से पेश आएगा।"	non-hostile		
1194	संजय राउत को कंगना का जवाब '  महाराष्ट्र से प्	non-hostile		
1195	"कोरोना महामारी से लड़ने के लिए @AamAadmiParty लोगों के बीच में जाकर ""ऑक्सीजन जाँच अभियान"" चला रही है। आप सभी से आग्रह है कि इस मुहिम में हमारा साथ दें।

""ऑक्सीमीटर"" दाने करने हेतु यह फॉर्म भरें :-
https://t.co/CpkCA5Dbb2

@ArvindKejriwal @AapKaGopalRai @PankajSinghAAP"	non-hostile		
1196	"भारतीय नौसेना और @upeidaofficial के बीच आज हस्ताक्षरित MoU, 'आत्मनिर्भर उत्तर प्रदेश' के प्रयासों को फलीभूत करने में सहायक सिद्ध होगा।

उत्तर प्रदेश में डिफेंस कॉरिडोर की स्थापना गतिशील है। देश को रक्षा उत्पादन का वैश्विक हब बनाने के लिए हम सर्वश्रेष्ठ योगदान करने हेतु तत्पर हैं।"	non-hostile		
1199	"लालू यादव से मिलने गईं RJD विधायक को क्वॉरंटीन किए जाने के बाद गरमाई सियासत

https://t.co/mSZ2hSSPJg"	non-hostile		
1202	लोगों से अपील है कि समीर एप को डाउनलोड करें: प्रकाश जावडेकर	non-hostile		
1203	"उन्होंने यह भी कहा है कि डग्गामार वाहन विशेष रूप से अगर  डग्गामार बसें चल रही हैं, तो उन पर प्रभावी रूप से कार्रवाई जरूर की जाए: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी

@ShishirGoUP"	non-hostile		
1205	"#लखनऊ
सीतापुर पुलिस ने राज्यसभा सांसद संजय सिंह को सीतापुर में रोका, सीतापुर में भारी पुलिस बल मौजूद, खीरी से लखनऊ लौट रहे थे संजय सिंह, पूर्व विधायक की हत्या में शोक व्यक्त करने गए थे संजय सिंह, ASP सीतापुर एमपी सिंह ने रोका
@SanjayAzadSln @AAPUttarPradesh #BREAKING https://t.co/ZpqPI5X95L"	non-hostile		
1209	"#IndianRailways : रेल यात्रियों के लिए बड़ी खुशखबरी, छह जोड़ी और स्पेशल ट्रेनें चलाए जाने का हुआ एलान
@PiyushGoyal #specialtrains #WesternRailway
https://t.co/w2oGPnkDew"	non-hostile		
1211	"दिल्ली का नारायणा इलाका. यहां एक शख्स को मोबाइल चोरी के शक में पेड़ से बांधकर इतना पीटा गया कि उसकी मौत हो गई. आरोप है कि इस्तिहार, अनीस, मुश्ताक अहमद और शिराज ने राहुल को एमसीडी पार्क तक खींचकर ले जाने के बाद पीटा. उन्हें गिरफ्तार कर लिया गया है.

https://t.co/g0oJRwPY2C"	non-hostile		
1212	"कम्युनिटी ट्रांसमिशन का पता लगाने आगरा में शुरू होगा सीरो सर्वे, 10 टीमें तैयार की गईं

#Corona #COVID19 #Coronavirus 

https://t.co/dti2i7gOhg"	non-hostile		
1213	"योगी जी के भय से बंद हुए घर मे ताज़िये हुए दफन और मुहर्रम भी बदल गया गम।
ये है योगी राज"	hate		
1216	"आज आम आदमी पार्टी के सभी राज्य संयोजकों के साथ बात की और देशभर के ज़्यादा से ज़्यादा गांवों में 'ऑक्सीजन जांच केंद्र' खोलने को लेकर चर्चा की। 

देश के नागरिक होने के नाते ये हमारा कर्तव्य बनता है कि इस मुश्किल वक्त में हम देश के ज़्यादा से ज़्यादा लोगों को कोरोना से बचाएं। https://t.co/ex2bbXO14F"	non-hostile		
1217	"हरियाणा के अंबाला एयरबेस पर तैनात हैं  फ्रांस से आए पांचों राफेल विमान 
#Rafale 

https://t.co/I8PmmGjgoC"	non-hostile		
1218	"सुमित नागल ने यूएस ओपन के पहले दौर में अमेरिका के ब्रैडली क्लैन को दी मात..
 https://t.co/pUlyl7Df4h @nagalsumit"	non-hostile		
1219	"समस्तीपुर: घर लौटे प्रवासियों के लिए मोती की खेती बना सुनहरा अवसर, राजकुमार देंगे प्रशिक्षण

#Bihar #Samastipur #Pearl 

https://t.co/ypWAYk7QJn"	non-hostile		
1222	"#SSRDeathCase | #SushantSinghRajput केस में आरोपी #RheaChakraborty में समर्थन में अब एक्ट्रेस मिनिषा लांबा उतर आई हैं 

https://t.co/aLmYkPt7dx"	non-hostile		
1223	"लंदन में नीरव मोदी के प्रत्यर्पण मुकदमे में दूसरे चरण की सुनवाई शुरू, ईडी भी रही मौजूद
#NiravModi #PNBscam @RBI @FinMinIndia @dir_ed #London #Britain 
https://t.co/fRYQEpEpwF"	non-hostile		
1225	"हिमाचल प्रदेश के मुख्यमंत्री जयराम ठाकुर ने राज्य के डीजीपी को इसके लिए निर्देश जारी किए हैं.
#HindiNews
https://t.co/46aIquxu0f"	non-hostile		
1226	"#MeanestMonsterEver के टाइटल पर अभी भी नहीं हुआ किसी का कब्जा, Samsung Galaxy M51 और Mo-B के बीच में कौन जीतेगा बाजी 
https://t.co/FaGEWsWdGb
@SamsungIndia"	non-hostile		
1228	"अनुच्छेद 370 हटाने के बाद नए जम्मू-कश्मीर में आंगनवाड़ी कार्यकर्ताओं को मिला सम्मान।
सरकार द्वारा आंगनवाड़ी कार्यकर्ताओं व सहायकों के वेतन में वृद्धि की गई है।
#EkBharatEkatmaBharat
#OneYearOfNoArticle370 https://t.co/klvQX0wm6V"	non-hostile		
1229	"भारत-चीन तनाव को लेकर रक्षामंत्री करेंगे बैठक, NSA समेत सेना के उच्च अधिकारी रहेंगे मौजूद
https://t.co/mSVMHkno2V"	non-hostile		
1233	"वोडाफोन आइडिया ने की री-ब्रान्डिंग, नए नाम से जानी जाएगी कंपनी. | #vodafoneidea 
https://t.co/xLovygMgRS"	non-hostile		
1240	"बैंक FD के दिन अब लद गए! यहां मिल रहा है आपको उसके कहीं ज्यादा रिटर्न https://t.co/5sNrstomGb via @NavbharatTimes 
#FixedDeposits #FD #Investment #investments #investmentproperty https://t.co/Cb4MdpMvqr"	non-hostile		
1241	"रैना ने यूएई से लौटने पर चुप्पी तोड़ी:रैना ने रिश्तेदारों की हत्या के मामले में पंजाब के मुख्यमंत्री से इंसाफ मांगा, कहा- मेरे परिवार के साथ पंजाब में जो हुआ वह बहुत भयानक, इसकी जांच होनी चाहिए https://t.co/SYyZuN3kF9 #SureshRaina #Punjab @ImRaina
@capt_amarinder @ChennaiIPL @IPL"	non-hostile		
1242	"प्रदेश में वर्तमान में सभी तटबंध सुरक्षित हैं। बाढ़ के संबंध में निरन्तर अनुश्रवण का कार्य किया जा रहा है। कहीं भी किसी प्रकार की चिंताजनक परिस्थिति नहीं है: राहत आयुक्त, श्री संजय गोयल जी 

@ShishirGoUP"	non-hostile		
1243	कंगना रनौत का संजय राउत को जवाब- '9 सितंबर को मुंबई आ रही हूं' https://t.co/UmG5XgTOml	non-hostile		
1244	"ये देश है हमारा
विक्रम सिंह ने कहा-फिल्म इंडस्ट्री का अंडरवर्ल्ड और आतंकवादियों से कनेक्शन है और इन्होंने ही हमारी संस्कृति को भी खराब कर दी है.
@AMISHDEVGAN https://t.co/VvVWv7x608"	non-hostile		
1246	"इसके साथ ही 250 ग्रा. मिर्च, 250 ग्रा. धनिया, 05 ली. केरोसिन, 01 पैकेट मोमबत्ती, 01 पैकेट माचिस, 10 पैकेट बिस्कुट, 01 ली. रिफाइन्ड तेल, 100 टेबलेट क्लोरीन एवं 02 नहाने का साबुन भी वितरित किया जा रहा है: राहत आयुक्त, श्री संजय गोयल जी"	non-hostile		
1247	"कंगना रनौत को मिला राष्ट्रीय महिला आयोग का साथ, शिवसेना विधायक को तुरंत गिरफ्तार करने को कहा 

#KanganaRanaut
https://t.co/Y3NdXAipaK"	non-hostile		
1248	"बिहार: बारिश में पानी-पानी हुआ अस्पताल, घर से लेकर दफ्तर तक जलभराव

रंजन सिंह राजपूत की रिपोर्ट

https://t.co/RBH61QBGYq"	non-hostile		
1249	"मैं परमपिता परमात्मा से प्रार्थना करता हूं कि शोकाकुल परिवार, मित्र जनों एवं देशवासियों को इस दारुण दुःख को सहन करने की शक्ति प्रदान करे।"	non-hostile		
1251	"किशोरी ने अटपटे ढ़ंग से दारोगा ने कहा, बिना तेरी मर्जी के कौन रेप कर सकता है, जो भी एप्लिकेशन आती है, इनके साथ रेप ही होता है, @SPcity2 ने शुरू कराई जांच, काकादेव थाने का है दारोगा। @kanpurnagarpol @adgzonekanpur @igrangekanpur #policemedianews"	non-hostile		
1254	"#Mumbai #सुशांत_सिंह_राजपूत मामले में ड्रग्स कनेक्शन को लेकर पहली गिरफ्तारी, #रिया_चक्रवर्ती का भाई #शोविक_चक्रवर्ती गिरफ्तार, #सैमुअल_मिरांडा को भी किया गया गिरफ्तार, #ShowikChakraborty और #SamuelMiranda की कल कोर्ट में पेशी। @narcoticsbureau #RiyaChakravarti #policemedianews"	non-hostile		
1255	"RT @ShilpiSinghINC: अंधभक्तों एक बात बताओ जब मकान बनवाओगे पहले नीव रखोगे कि शौचालय?
 अंधभक्त-शौचालय!
इन गधों से आप देश के विकास की उम्मीद क…"	hate		
1256	"प्रदेश संगठन सचिव @sandeepsahuAAP जी द्वारा आज सिंगरौली के शहरी क्षेत्र के वार्ड क्रमांक 41 में लोगों का आक्सीजन लेवल चेक किया गया।
@ArvindKejriwal @AapKaGopalRai @AnkushNarang_ https://t.co/JTNSnH3Aw1"	non-hostile		
1257	"GDP का 23.9 फीसदी गिरना कितना खतरनाक है, ये आंकड़े देखकर आप समझ जाएंगे
https://t.co/Yvg9wCmBtz via @NavbharatTimes 
#GDP #Economy https://t.co/yit2yiTHHc"	non-hostile		
1260	"#CWC19 #MSDhoni के संन्यास पर शोएब अख्तर बोले, 'इसका फैसला खुद धोनी करेंगे'
@msdhoni @shoaib100mph 
https://t.co/O26aD6rdcO https://t.co/DrZPOpxrl5"	non-hostile		
1262	"अनुच्छेद 370 के निष्प्रभावी होने के बाद नया जम्मू कश्मीर।
#OneYearOfNoArticle370 https://t.co/js620UxNFq"	non-hostile		
1264	दिल्ली के मुख्यमंत्री भाई @ArvindKejriwal जी को कल 7 जून दोपहर से बुख़ार और गले में दर्द की शिकायत है उन्होंने डाक्टरों की सलाह पर खुद को घर में Isolation में रखा है कल 9 जून को उनका कोरोना टेस्ट होगा प्रभु से प्रार्थना है उन्हें जल्द स्वस्थ करें।	non-hostile		
1266	#BiharAssemblyElection : अब हम के एनडीए में शामिल होने के पोस्	non-hostile		
1269	@sambitswaraj ठाकरे तो बस एक ही था अब तो बस ठीकरों की सरकार है।	hate		
1272	#भैयाजी_कहिन अब वो भारत नहीं रहा जो सीमा उल्लंघन को बर्दाश्त करेगा @prateektv https://t.co/8t4C0bcNcI	non-hostile		
1274	"सुशांत केस ड्रग एंगलः जांच के दायरे में 4 बड़े नाम- 2 राजनेता, 1 अभिनेता और 1 फिल्मकार
https://t.co/SfI1gsnxj1"	non-hostile		
1278	"आलसी' सरफराज को फिर मिला मौका, कर दी ऐसी गलती, बाल-बाल बचा पाकिस्तान 
#ENGvPAK #SarfarazAhmed 

https://t.co/gMr7GmTr2Q"	non-hostile		
1279	"169 दिन बाद आज से पटरी पर दौड़ेगी दिल्ली मेट्रो, घर से निकलने से पहले जान लें नए नियम - 
#DelhiMetro 

https://t.co/5ZuJcZYnQ5"	non-hostile		
1280	"#Meerut ITI छात्र रूपक की हत्या का मामला, NDRF भी रूपक का शव खोजने में रही असफल, 220 फीट गहरे बोरबेल में फेंका गया था शव, हत्यारों ने 7 टुकड़े कर बोरबेल में फेंका था, पहले पुलिस फिर NDRF ने चलाया अभियान, 25 जून 2020 को हुई थी रूपक की हत्या। @igrangemeerut @meerutpolice #UPPolice"	non-hostile		
1281	"मै एक कुत्ता पालकर उसका नाम शेरू गांधी रख देता हूं।
वो कांग्रेस का महासचिव तो नही पर प्रदेश अध्यक्ष तो बन ही जायेगा😂😂😂"	hate		
1282	कोविड-19 प्रबंधन के लिए राष्ट्रीय निर्देशों का पूरे देश में पालना करना जारी रहेगा। जानिए #Unlock4 के तहत कार्यस्थलों के लिए क्या हैं राष्ट्रीय दिशा-निर्देश | https://t.co/5cHqXBJW9H https://t.co/3UgwQVlc1m	non-hostile		
1283	"कहा जा रहा है कि नरेंदर तो कभी एवरेस्ट पर चढ़े ही नहीं. उन्होंने चढ़ने के लिए ऑक्सीजन की जगह कम्प्यूटर का सहारा लिया. एवरेस्ट के रास्ते पर पैर नहीं, हाथ बढ़ाए और घर बैठे फोटोशॉप के जरिए एवरेस्ट पर तिरंगा फहरा दिया
@ferrarinotfiat 
#nationalsportsawards2020
https://t.co/CZkH2Otrxm"	non-hostile		
1285	"#ReportForSSR | ड्रग्स का धंधा, 2 नेता, 1 अभिनाते पर फंदा? देखिए 'महाभारत' सुचरिता कुकरेती के साथ रिपब्लिक भारत पर LIVE : https://t.co/G945HvRmSx https://t.co/M0FKLosrhB"	non-hostile		
1286	"यूपी: तीन दशक बाद कोऑपरेटिव से मुलायम परिवार का वर्चस्व खत्म, BJP ने दर्ज की बंपर जीत

https://t.co/xngXv4yToD"	non-hostile		
1287	"भारतीय सेना के जवानों ने हर बार चीन की कोशिशों को किया नाकाम 
#IndiaChinaFaceOff 

https://t.co/FIRNt1RsNM"	non-hostile		
1288	"नहीं रहे भारत रत्न पूर्व राष्ट्रपति प्रणब मुखर्जी, राजकीय सम्मान के साथ अंतिम संस्कार आज
#PranabMukherjee 
https://t.co/subrxKtD5U"	non-hostile		
1289	"अयोध्याः हिस्ट्रीशीटर राजेश निषाद पर मंदिर में हुआ जानलेवा हमला, एक आरोपी गिरफ्तार, हालत गंभीर

#RajeshNishad #Ayodhya 

https://t.co/IqGfKUQDo8"	non-hostile		
1290	"#TaalThokKeLive: सुशांत को न्याय TRP के 'तमाशे' से नहीं 
#IAmSushant पर ट्वीट करें 
    
@aditi_tyagi @SachinArorra

LIVE- https://t.co/IXQwI6IUdn https://t.co/6NeWWkvqvJ"	non-hostile		
1292	"किसान विकास पत्र के जरिए दोगुना करें अपना पैसा, 1000 रुपये से शुरुआत
https://t.co/1ynBbhScoI via @NavbharatTimes 
#KisanVikasPatra #KVP https://t.co/U8KT6tFF1Y"	non-hostile		
