label	text
neutral	aktualisieren : Erstbezug : Wohnkomfort in Grünruhelage nahe die Hauptbahnhof
neutral	umfangreich Zertifizierung für Trainer : Transatlantic Fitness bieten exklusiv eine breit Auswahl von TRX ... %Link fb
neutral	für Mensch aus Qatar : Adidas Kleidung Superstar Lover sexy Shirt Sex Stripes Outstanding Allin
neutral	wieviele Kohle kommen an Ende heraus ? Hannelore Kraft und Peter Altmaier fahren|führen Arbeitsgruppe Energie %Link rponline
positive	sein heute aber zu Glück nicht in Obsthausen .
neutral	"Obama suchen nach Legitimität , Rußland warnen vor Militärangriff"
neutral	BZÖ - Widmann : Umfrage belegen Sieg die BZÖ - Spitzenkandidat in ORF Konfrontation %Link apa ots bieten
positive	auf zu letzt Party fürs WE %PosSmiley haben eine Fun - tastischen Samstag . mit Vollgas durch die Nacht . Greeetz &amp; Party ...
positive	* in kreischenes Gelächter ausbrechen * * rumschreit * * quieken * * einfach nur laut sein * %PosSmiley Levi ! %PosSmiley
neutral	"ich müssen man nicht verstehen , liebhaben reichen ."
neutral	bswk Nachtrag zu Spiel und Science Communication . die Fall Jonas Kepller : %Link ... Kritik erwünscht !
neutral	 nichts bringen wir auseinander . bis @card@ müssen also keine mehr anrufen .  kloppen zu sein Vertragsverlängerung ssnhd b ...
neutral	Gewalt in Nordirland : pro - britisch Krawallmacher verletzen 26 Polizist ...
neutral	entsorgt Lebensmittel können Hungernde weltweit satt machen
neutral	TRAFFIC - COACHING : 7 kostenlos Video für extrem zielgerichtet Besuchermasse !
negative	"5h Wachdienst mit eine Sachse aus "" Zwichau "" Hilfe !"
neutral	"Just read "" Richter empfehlen hart Bandage "" %Link ( via pocket )"
neutral	Einrichtung von Wireless LAN sollen leer Kirche wieder füllen ...
neutral	die Zeitfenster sein nie günstig seit @card@ . 13A for Straßenbahn !
neutral	@card@ @card@ @card@ Tinte ! hoffentlich tragen Benjamin nicht sein Liebling - Shirt . schauen du hier mbudget Brain + Buddy an : ...
positive	"plopp plopp plopp : frisch Popcorn rüber reich . Coke ? klar , keine Thema !"
neutral	"DFB - Pokal : Vfl Osnabrück werfen Erzgebirge Aue raus , TSV @card@ München schlagen Heidenheim %Link Transfermarkt"
negative	dazu können man nur sagen ... sorry not sorry .
neutral	gratis Fotoleinwand bei Picanova
neutral	Making Money On The Internet : Making Money On The Internet in die aktuell Wirtschaftslage können jede mit e ...
neutral	"Familie in Chelsea suchen Kindermädchen : nett Familie in Chelsea mit 2 klein Kind ( 3J und 1,5 Jahr ) suchen ..."
neutral	also mehr als 40 glauben ich wirklich nicht
neutral	Leobersdorf wackeln . möglicherweise lösen Grenzverschiebung mit Enzesfeld Erdbeben aus ? %PosSmiley %Link
neutral	Köln - Extrem scharf Frau aus Köln suchen Liebelei mit wirklich Gentleman
positive	Hi %User können du die bitte machen ? sein total lieb von du %PosSmiley %PosSmiley HeidiKlumbittegrüsseOneDirectionvondeutschen ...
positive	böse Mücke &gt; . &lt; Haben die du etwa so gern ? du schmecken die wohl so gut ? arm Hasimausi %PosSmiley %PosSmiley %PosSmiley
positive	"Michelle ! wir haben kaum zeit über Justin zu reden %PosSmiley &amp; &amp; außerdem sein du en bissl voll hahahaha♥♥ sein trtzdm gut , love you %PosSmiley"
neutral	oh die golden Slipper ... %Link Pandora
neutral	was machen du denn ? eine Ausbildung ?
neutral	nun Diskutieren wir nicht nur mehr Überwachung sondern auch Meer Überwachung
positive	Mist . Dank für die Info .
neutral	"Pele glauben , dass %User Ende werden gut als %User und %User sein Sie in Einvernehmen mit die König ? WöchentlicheUmfrage"
neutral	oder kaufen laß
positive	da sein ich in letzt zeit auch öfter und heute sein es da richtig schön : 3
neutral	neu Freizeit - Studie werden vorstellen
positive	laufen risch gut %PosSmiley
negative	du sein schon irgendwie n arsch. selber schuld wenn jetzt alle larry shippen. wir müssen ernsthaft reden mr styles .
neutral	RA Gerhard Strate sein wieder fleißig : 3 neu Mollath - File auf sein Website zu Download bereit %Link %User
neutral	Syrien : Ban fordern Zugang für Giftgas - Inspektor : UN - Generalsekretär Ban Ki - moon haben die syrisch Führung au ...
neutral	"ZDF : Wetter , 3 sat : Kulturzeit extra"
positive	"120 kg geballt Lust ! : Duisburg | nach lang Zeit endlich wieder zurück . ich , Marie ( 170 cm , 120 kg , 35 Jahr ..."
negative	Halloween III sparen ich ich . aus Grund . Halloween
negative	so . letzt Zigarette für heute . morgen wieder 10 Stunde|Stunden arbeiten * seufzen
neutral	keine ?
positive	My favorite so eine weit Umarmung hoffen du haben recht die Wort rsrsr
neutral	ich haben eine %User-Video positiv bewerten : %Link TV total Erstwählercheck @card@ - TV total
neutral	"TA haben leise Verdacht , dass Fischer umsonst hier sein : Schieszler sagen gerade aus , dass er nie mit Fischer über Unterschrif ..."
negative	angstgfühl Garantie !
positive	Yay . da freuen sich mein klein Penne
negative	"manche eine entscheiden lieb von Schreibtisch aus , wer sich bitteschön wovon diskriminieren zu fühlen haben , ganz ohne Nachfrage ."
neutral	Bader bestätigen : Verbeek werden neu Trainer in Nürnberg
neutral	über Ablehnung : JESU Wundmal küssen ( Traum )
neutral	Seo Mythos aufdecken ( von Ex - Google ) Leute
neutral	"Verwechslungsgefahr "" kneten """
negative	"ach stimmen ja , ganz vergessen - ich sein selbst schuld , wenn menschen ich belästigen und verletzen. my bad !"
negative	seit 400 Days nichts mehr daheim gezockt SaureGurkenZeit
neutral	unkontrolliert Druckwelle nach Sprengung : ei eine ...
neutral	' ' Team fab @card@ ' ' mddrr mal rein
neutral	eine Grossaufgebot die Polizei beenden an Samstag Abend die Besetzung eine leerstehend Gebäude in ... %Link Frankfurt
positive	nachtiiii %PosSmiley
negative	warum Gott warum passieren sowas ich ja warum müssen ich wieder operieren werden %NegSmiley %NegSmiley %NegSmiley zu 3 ten mal %NegSmiley %NegSmiley %NegSmiley
positive	Klasse .
neutral	dann müssen die über 400 Meter ( drei Start abziehen ! ) ja noch schnell sein !
neutral	Wissenschaftlerin beklagen Hexenjagd die hr gegen Andrea _ Ypsilanti
neutral	Indien : führend Aktivist gegen Aberglaube und Hexerei ermorden | so viel zu Thema Toleranz von Religösen !
neutral	"ach ja , die Uni beginnen ja heute wieder . in Weste|Westen sein die Hörsaale aber anscheinend überfüllt als in Osten ."
negative	"deutsch Recht pfff , aber wehen eine betrügen die Staat ! sterntv"
neutral	Kopfhörer ohne genügend Abschirmung sollen verbieten werden .
neutral	' Traum nachkochen ' ah jetzt müssen ich an The Science Of Sleep denken !
positive	Boah ! Reizüberflutung ! Arctic Monkeys ! Trentemøller ! Sub Focus ! Pendulum ! Geilheit es - Overkill ! ZOA
neutral	Hussein fatal &amp; Young Noble - Killuminati 2 k13 ( Outlaw Nation Volume 3 ) ...
neutral	Rega - Chef können bis zu halb Million verdienen : nach Verzicht aufs Zewo - Gütesiegel : die Rettungsflugwacht haben ...
neutral	Folks was kosten Strom wirklich ? : Screenshot aus Studie endlich eine Vergleich von staatlich Förderung und ...
negative	echt ungewohnt. o %PosSmiley
neutral	INFINITI ernennen neu General Manager für Westeuropa %Link Infiniti Unternehmen
negative	ich werden gerade dezent nicht wach ...
neutral	derrotebaron attended August @card@ Nr. @card@ Eis auf die groß Plan ( Event Cache ) at @card@ @card@ @card@ ( @card@ km )
neutral	welche toll Essen aus dein Land sollen jede einmal probieren haben ?... - rujak %PosSmiley
negative	Grosse scheißen ! x )
negative	"ein , Zwei , Drei , Vier ... Bin endlich weg von du , Fünf , Sechs , Sieb|Sieben , Acht , du haben jetzt keine Macht mehr über ich ... verpissen du !"
neutral	Calvin Klein CK7309S @card@ golden @card@ mm %Link Calvin CK7309S golden klein
neutral	"gut Idee : von Hornstein : "" wer sich beschweren , müssen als nah ran """
positive	"Scheiße . aber gegen Chelsea dürfen man wohl verlieren . gerade unter dies Randbedingung . dennoch Platz 2 in Visier , was beka ..."
neutral	Naturheilen - online Schweiz hier finden Sie die gut Naturheile und Heilpraktiker aus die Schweiz
positive	sein vielleicht etwas nervös . neu Schwiegertochter werden vorstellen %PosSmiley
neutral	"3 Angriff , 3 dreier von die exakt gleich Position ... eurobasket2013 körbefürD DBB machen die Sack zu , Junge es"
neutral	welk berichten ? Q
neutral	"Frack , Baby , Frack ! Drille , Baby , drille ! schaliegas"
neutral	Fußball Diskussion : Bruchhagen : Champions League Kohle unter alle Club aufteilen ! : Heribert Bruchhagen wollen ...
neutral	hahah sogar mit beko keine <UNKNOWN> mehr ?
neutral	von wo auf wo und wo sein ganz oben ?
negative	%PosSmiley
neutral	schlagzeilen trotz Gewinnsprung : Cisco streichen 4000 Stelle|Stellen : kaum haben Cisco eine beachtlich Gewinnsprun ...
neutral	tot Tier ?
neutral	"eh , %User daran haben du mindestens Mitschuld . danke !"
positive	genial %PosSmiley fehlen nur noch eine mini Jäger mit Edding drangekrickelt
neutral	Schlittschuh Ultra Sport Größe @card@ Eis Laufen Eishockey
neutral	"Siegeszug von iPhone , Samsung Galaxy und Co . : Smartphones verdrängen klassisch Handy"
neutral	"Wart noch eine paar Jahr , dann gehen weg . ich sprechen aus Erfahrung ."
neutral	4 Wheeler Tractor Challenge - Futzigames kostenlos Spiel|Spielen :
neutral	Aktionär besiegeln MAN - Übernahme durch VW
negative	heey na voll scheißen können heute nicht Zahnarzt ... %Smiley
neutral	Frisch gebloggt : DEVONThink : Import von Mails
neutral	"Geldanlage für Faule : 3 . , aktualisieren Auflage %Link business"
neutral	"Halloween @card@ : Kürbisschnitzen leicht machen - keine Halloween ohne gruseln - Krbis ! wir erklren Sie , wie Sie de ..."
neutral	"Vorfreude auf die Ausstellung "" NOK - eine Ursprung afrikanisch Skulptur "" ab @card@ . die Aufbau sein fast fertig Nok ..."
neutral	"klein Junge : "" eh sexy laaaddeeeeey ! """
neutral	DE - blog : Protest gegen russisch Homo - PolitikEine Berliner Homo - Bar schenken keine russisch Vodka mehr aus . Sie ...
neutral	TVDuell Frage an die beide : ich müssen mit weniger als 400 Euro in Monat klar kommen warum werden die Jugend die ...
neutral	"oh ja , da kommen was ! hier jetzt auch Regen ..."
neutral	Information für Unternehmer aus WienSie mögen ihr Unternehmen professionell in Internet präsenti Error
neutral	2. Tei l - was wahr Astrologie von Fernseh - Horoskop unterscheiden
neutral	ach ja ? dann zeihen|ziehen du in neonfarbenen Stoff gehüllt Titten eine akkurat geschnürt Dekolltee vor ?
negative	"schnauzen ! dass man dort links überhaupt nicht gut weg kommen , sehen du nicht , Wa ? ( 3 Jahr sein die mein Bus ! 3 ! ) %User"
neutral	"ich haben in Spiel The Tribez für Android die Mission ' fördern G ... ' abgeschlossen. %Link androidgames , gameinsight"
neutral	( In - App - Kauf möglich )
neutral	Persil Jahreskalender : Persil Einkaufskorb gewinnen !
neutral	"auf die Suche nach die gut ( Angebot ) 2 tb extern Festplatte , Bewertung Ansehen %Link fb"
neutral	"ARD : Monitor , ZDF : heute - journal , 3 sat : Geheimnis die Wüste , MDR : MDR aktuell , MOTORVISION : Top Gear , NDR : NDR aktuell"
neutral	"manchmal wenn ich langweilig sein , verkleiden ich ich als Clown . setzen ich auf eine Dreirad und drehen vor eine Psychiatrie me ..."
positive	Tor für die 60 er ! danke Freddy schrammen ! _ neu Spielstand : @card@
negative	W00t ? unmöglich !
neutral	Darlehen bonitätsabhängig bereits ab @card@ % * effektiv Jahreszins bei Kreditaktion
positive	so verliebt ih mis noiie %User - haarband. ach .
neutral	Windows seit die Nsa nicht mehr Do you take comissions ?
neutral	"Eko Fresh sprechen über "" Eksodus "" ( Video ) %User Eksodus Bushido Azad MoTrip Cassidy KrayzieBone ..."
neutral	Ui : 3 in Bett gammeln und schreiben c :
neutral	"hm , können sein . sein ich da nicht sicher"
neutral	jetzt : Mattias Horx - wichtig Zukunftstrends für Entrepreneure ksk2013 Zukunft shareconomy [ pic ]:
negative	"Alter , Hagelkorn , ernsthaft ?"
neutral	paradox : Deutschland wundersam Stromschwemme %Link faz
negative	mein Mutter werden niemals mit ich zu eine 1D Konzert gehen %PosSmiley
neutral	"warum werden ZDFlogin nicht in Hauptprogramm ausstrahlen ? diese längst überfällig Debatte gehen jede etwas an , auch die Generation 50+ ."
neutral	" ich werden mal lieb gehen .  alt Ryan , wenn du JODIE jetzt alleine lassen ey BTS17"
neutral	CT Befundung treiben PACS Entwicklung voran
neutral	"NBA : LeBron James über möglich Free Agency : "" haben keine Plan , was passieren "" : @card@ können LeBron James ... %Link SPOX"
negative	Hunger hetti au . immer de gleichen scheißen
neutral	Rösler : Monopolkommission bestätigen Notwendigkeit eine Systemwechsel bei EEG
neutral	unsicher Lage : Reiseveranstalter sagen mehr Ägypten - Reise|Reisen ab %Link reisen urlaub tourismus
negative	Evernote werden ich unsympathisch Samsung Telekom
positive	"was wünschen man denn dann , "" viel Spaß "" , "" beißen die Zahn zusammen "" hm ? ah , ich wünschen du eine kurz schmerzlos Behandlung"
negative	IM STRUGGLING to STAY ALIVE
positive	schaffen . endlich .
neutral	Photo : hold tight auf we Heart It. %Link
neutral	ebay fotografia Canon EF - S @card@ F 2 %PosSmiley is USM Objektiv für EOS mit Canon Cash Back Bonus
neutral	"die groß Sänger , , Griechenland "" , die Stimme die Volk . bis heute haben er noch keine , , Künstler "" ..."
neutral	rein follow me ! @card@
neutral	"Broncos Inactives : CB Bailey , CB Jammer , TE Dreessen , G Moffitt , G Kuper , RB Anderson , QB Dysert"
neutral	"was halten dies Twitter so von wuala ? leider Closed Source , aber gut Dropbox - Alternative ?"
negative	"mann sein die welt noch schön , als nicht jede zweit Webseite von Europa aus nicht abrufbar sein ... wollen doch nur magi illegal gucen %PosSmiley"
negative	"die Deutsche können man viel nehmen : Freiheit , Privatsphäre , Chancengleichheit ... aber wehen jemand nehmen er sein Wurst !"
neutral	Gleichberechtigung !
neutral	"Hamburger Antifaschist verhindern NPD Kundgebung : Polizei bauen ab , Faschos kommen offenbar nicht mehr ! nonpd nonazis"
positive	"ich sein live dabei bei tvduell brwahl . die Stimmung sein wirklich gut , Horst sein souverän und können sein Erfolg gut rausstellen. csu +"
neutral	früher sein nachts mehr Nacht .
neutral	"Patrick Star : ( Achtung , schwarz Humor ! ) →"
neutral	"Jap , Montag kaufen ich ich eine neu Nummer und sagen Jennifer mein neu Nummer nicht ."
positive	"D. instant Überhitzung : machen die ; gewinnen , Alter ."
neutral	eso
neutral	die groß Fake bei amazon mit falsch Rezension
positive	* hust * ich hoffen die Kopfschmerz sein nicht noch von die Aktion gestern %PosSmiley gut Besserung !
positive	"die ziellos durch - die - Gelände - an - Brunnen - latschen sein anstrengend , aber sonst sein es toll ~ %PosSmiley ~"
neutral	können Jemand dies Mädchen identifizieren ? - P
neutral	@volat tickert live zu Cup - Achtelfinale %User - %User live aus die Stadion .
neutral	katholisch Schule dürfen Moslem - Junge ablehnen
neutral	eine eigen Auto verursacht immens Kosten . lohnen sich die Anschaffung ? die groß Finanzcheck
positive	gut Nacht !
negative	Höchst unbefriedigend ...
positive	TVG verlieren nach gut Leistung @card@ gegen Satrup ( Pokal ) . weiter kämpfen Mann !
positive	Traum süß %PosSmiley
neutral	Super . kostenloser MMO Shooter . kostenloser Download und kostenlos zu Spiel|Spielen . jetzt testen unter
negative	bei wir laufen die ganz verfickten Scheisstag Romance TV und auch sonst machen ich Rosamunde PILCHER kaum aggressiv .
positive	gut Morgen ! Wunsch eine besonders sonnig Woche !
neutral	seit Inception machen keine mehr Matroschka - Vergleich .
neutral	eine Fan halten um sein Hand an - Antrag mal anders : wollen Ian Somerhal .. klein Ablenkung ! %Link ...
neutral	nach die Überwachungsskandal : Nsa - Chef Keith Alexander gehen
positive	Superhappy mit mein neu Kettenkombi handmade by Freaky T %PosSmiley
positive	sie gehören nicht zu gut Bundesland ! Ha !
neutral	Özil nicht gehen
negative	Bring ich mein Schlafrythmus halt voll durcheinander / D
neutral	mögen ich nicht jemand eine neu Kanalbanner designen ? : $
neutral	abgesehen davon werden ich als Nichtwähler in dies Zwangskollektiven System jede Wähler vor die nicht ..
neutral	"stimmen , haben die bisher jede Mal . aber immerhin informieren sie gut als die DB , finden ich ."
neutral	"Hallo Deutschland , wir sein auf die Cover die aktuell FAZE Magazin . stehen in Kiosk euer Vertrauen gleich ..."
neutral	"löblich ! bestatterin die pfuscher , wellen done ! beProud"
positive	eine hübsch 20 jährige also %PosSmiley was isn nu eigentlich genau passieren ?
positive	ich wollen einfach mega dazu in Club tanzen omfg sein auch so glücklich . unfassbar einfach omfg
negative	mutig ? unverantwortlich !
neutral	Schwesig : knapp Ergebnis bei SPD - Mitgliederbefragung sein schwierig
neutral	btw13 : SPD können laut Döring Preis für groß Koalition bestimmen - Abendzeitung München
negative	"groß Präsidium , groß Kabinett GroKo janz groß . was fehlen : Lösung groß Problem ."
neutral	Holstein Kiel gegen Wacker Burghausen live auf %Link %Link liga3 holstein
neutral	"drei Minute Schwiegertochter suchen und man erfahren , dass er keine Jungfrau mehr sein . Mahlzeit ! sg"
neutral	%User geben schlimm
neutral	"holen ihr jetzt noch die SteiermarkCard zu Sonderpreis von Euro 39 , - / gültig bis Ende Oktober @card@ ! natürlich ..."
neutral	die Himmel rufen die Whisky dies machen keine Welle . er stehen da wie eine Fels in die Brandung &amp; genießen !
positive	Macht ich eineb gut Day ever bitten GermanyCantWaitForThisIsUs
negative	%User not nice
negative	unbelievable !
neutral	* anziehen
neutral	Gestern mein neu Pin bekommen : @card@ . wer von ihr sein die ?
neutral	schlagzeilen Schäuble Steuerplan : Finanzminister planen Vorstoß gegen kalt Progression : Wolfgang Schäuble w ...
neutral	Wettersensible Frau - Umfrage : Mann leiden selten unter extrem Witterungsbedingung
positive	"wollen er einfach nur bei ich haben , in sein Arm|Arme liegen , sein Nähe , sein Wärme genießen , sein Liebe spüren . ♡"
positive	Gute morgen mein süß - good morning
positive	willkommen unter mein Followern und in mein Twitterchannel %PosSmiley lg kali
neutral	"nach Erdbeben nahe Fukushima : Japan rüstet sich gegen Taifun "" Francisco "" : eine stark Erdbeben haben die Katastr ..."
neutral	"Abschlussbericht die NSU - Untersuchungsausschuss : "" historisch beispiellos Desaster "" ..."
neutral	die legendär Rockmusiker werden @card@ Jahr alt : Lou Reed laut Medienbericht sterben
positive	derb gut !
neutral	"damit man nicht vergessen , dass die Herbst auch gut Seite haben ... pflaumentarte"
positive	Beziehungsstatus : diese eine lieb werden nie zu enden gehen
neutral	heute also Bayer04 ... mit neu Personal zu alt Stärke ...! Kampf|Kämpfen &amp; Siegen ...! nurderS04
positive	du haben interessant Vorliebe %PosSmiley %User
neutral	nach Düsseldorf fahren lohnen sich jetzt auch nicht mehr ...
positive	Yepp . sein fleißig %PosSmiley
neutral	in eine halb Stunde gehen es los zu Schule
negative	Unnötige scheißen . ernsthaft .
positive	Ja .
positive	oh . oh . oh . und ich wollen ich nach die Praktikum endlich mal wieder die Nagel schön machen .
positive	Jau - die machen ich auch - meistens . wenn ich nicht gerade einkaufen müssen oder ähnlich %PosSmiley %User
neutral	"Original sizilianisch Limoncello für Haze , %User , besorgt !"
negative	got sein dank nur merkel schlimm sein steinbrück u konsaorten diese genießen reiten wir mit Schwung noch tief ...
neutral	neu Jugendkampagne : Handwerk bringen du überall hin
positive	Sunday nochurch picsartalbum hoodie skinny blackandwhite framesp3 pinklips # %PosSmiley instagram ...
positive	Tu die ! %PosSmiley sein nicht sonderlich lang ...
neutral	was sollen eine weinplattform können ?! 25 erst du feedbacks sein drin .
negative	" Bin vlt eini vode einzig wo nöd ad streetparade gaht , so unnötig  nei bisch nöd ! definitiv nöd !"
neutral	andauernd geschehen absurd Ding .
neutral	"Barkredit zB : @card@ , - Euro Kredit bei OnlineKredit %Link mit Kreditrechner raten selbst bestimmen"
neutral	Samsung &amp; Apple sein Deutschland lieb Smartphone - #Hersteller %Link via %User
negative	Boah tztztz vergesslich ?
positive	herzlich aus Heidelberg %PosSmiley %User
neutral	Huawei Ascend P6 für ~ @card@ Euro inkl . VSK - sehr dünn @card@ Zoll Android @card@ Smartphone mit ... %Link gut als sparwelt
neutral	( benötigt Information : rechts unten %PosSmiley
neutral	"niedlich Kapuze Strickjacke Alapakawolle aus Peru , schwarz , mit Alpaka %Link via %User"
positive	"500 rupiah ? "" THR dulu "" Hai beibs "" Adeeuh "" Goodnight beibssss "" "" "" """
neutral	Beschädigung wertvoll Dokument - checken . Geheimagent ( sterben ) - checken .
neutral	Tuesday stehen kurz vor die Geburt ihr Baby ' s. Jodie müssen ihr bei ihr Geburt helfen . BeyondTwoSouls ...
neutral	"zu dein Geschichte mit dein früh Deutschlehrer : mein Pastor von Konfirmationsunterricht früher sein immer recht nett ,"
neutral	Können dies Auge lügen ?
positive	aw Hase Kaninchen rabbit Baby looove bei wir an die schulen ! so flauschig und klein !...
neutral	■ A7 Hamburg Richtung Flensburg zwischen Hamburg - #Bahrenfeld und Schnelsen 7 km stockend Verkehr
neutral	"SAT . 1 Gold : Davis Cup feiern Comeback bei "" ran "" : Deutschland gegen Brasilien ab Freitag live bei .."
neutral	ceh ! Untungla demam .
neutral	"Liebe %User Passagier : die freundlich Zugbegleiterin in unser Zug können überhaupt gar nichts dafür , dass euer Zug ausgefa ..."
positive	toll Dialog ... schwiegertochtergesucht sg
neutral	"Porsche @card@ Carrera Cabrio : Fuchsfelgen polieren und lackieren 7+ 8 x 15 , innen Leder dunkelblau , Verdeckstoff ..."
neutral	"Susanne Erichsen ( @card@ ) , erst du Miss Germany , @card@ er schön sein die Zeit , West - Berlin @card@"
negative	Kinderseele sterben leise
neutral	"Spitzwegerich - gesund @card@ ! %Link gesund2013 , gesundheit2013"
neutral	warum Verschlüsselung alleine die Handy nicht sicher machen : eine Verschlüsselung alleine können keine ... %Link %User
neutral	verschlüsselt E - Mail : Lavabit - Gründer drohen Anklage wegen Schutz die Nutzerdaten
neutral	US KH Korea FashionBlack Women men Knit Arm warm Fingerless Long mitten Gloves $ @card@ %Link fashion gloves
neutral	Kleine !
neutral	%User unbedingt !
negative	Pol - IZ : Itzehö : räuberisch Erpressung
positive	Sommer sonnen Sonnenschein was wollen frau mehr %PosSmiley
neutral	entschlossen unentschlossen .
neutral	Einlasskontrolle bei Gericht können lange und penibel sein . sein rechtzeitig da ! frühestens @card@ Uhr . Linie206 Geme ...
neutral	Politik ▪ Asylante in Deutschland : gekommen um zu bleiben : noch nie demonstrieren Asylante so offen für Ih ...
neutral	Allen Mut zusammenkratzen &amp; Auge zu und durch : ick springen jetzt unter Opa ' s Rasensprenger. wieinKindertagen tropischehitze
neutral	"schnell , dünn , gut : Smartphone - Neuheit in November %User : %Link mobil"
neutral	DGAP - News : HÄMATO AG : die HÄMATO AG gibtÄnderung ihr Börsenkürzels bekannt
positive	Hey Süße . warum haben du gestern Stress ? hoffen nichts schlimm .
neutral	Kurier Sport Serena William gewinnen WTA - Championships : Serena beenden eine überragend Saison standesgemäß . %Link News
neutral	Champions League : Dortmund souverän : 3:0 gegen Marseille %Link BVB Fußball
neutral	golden State Warriors ink Aussie center Bogut %Link sports
neutral	"Dank , @tagesspiegelde , dass sie die Thema die %User mögen . nur Nennen sein noch schön . %Link ht ..."
neutral	"er , @card@ suchen schlank Sie . : Moers | er , @card@ @card@ 78 kg , suchen schlank , gepflegt Sie zu gemeinsam Kochen ."
negative	"absichtslos , ziellos , grenzenlos , fallen lassen ..."
neutral	mandoca
neutral	"ab eine gewiss alt wissen jede , dass eine Menschenleben nicht unendlich dauern . lieb jetzt tun , als nur auf spä ..."
neutral	%PosSmiley keine Schimmer
positive	"Bir şey değil , gerne ! ebenso gut Friedensgruß aus ..."
negative	Muss bis 17 Uhr warten bis ich die neu AION spielen können ...
negative	dabei begleidet ich ständig dies Schatten - du längst schon verlieren zu haben ...
neutral	Nsa - Affäre : Bundestag werden Überwachungsskandal debattieren
neutral	keine Verpflichtung die Vermieter zu Vorlage die die Contractor eine Wärmelieferungsvertrages von die ...
neutral	merkwürdig Traum !
negative	EDGE ausbauen lohnen sich finanziell an Ende wohl nicht mehr . Umsatz stehen eben - leider - vor alle .
neutral	"wer werden denn mit ich eine Madoka Marathon durchstehen ? also nicht unbedingt heute , sondern so allgemein"
neutral	Bayer Leverkusen - Reinartz : haben in Leverkusen noch nie zu viele Euphorie erleben
negative	eigentlich traurig so eine Politik ich glauben jede wie er gwählt haben wollen andere stärken oder verhindern und jetz ...
positive	wie Xavier schon sagen : alle werden gut werden
neutral	Angebot : Kiss ME String mit Schmuckschnur - dies String aus rein Spitze haben eine scharze Schmuckschnur an die ...
neutral	Peszko festigen Kölner Spitzenplatz %Link Transfermarkt
neutral	"politisch Gegner foltern , Wahrheitsverbreiter einkerkern , Krieg anzetteln , systematisch lügen , Friedensnobelpreis bekommen ..."
neutral	Right . drum die Stille . gleichzeitig : wer handeln begehen Fehler . lernen und wieder aufsatteln . Pflicht .
negative	zurück zu Sushi house ? gehen gar nicht ... haben schon wieder Hunger ..
positive	Klasse ! ruhrsmw liegen bei ich ab 1. Oktober auf Wiedervorlage bei du . bis dahin wünschen ich du : viele Erfolg !
neutral	eilen .. Mutti an Kochherd ... aus 5 min Ei werden Spiegelei durch schnell SMs sie finden die Rautentaste nicht .. Merkel
neutral	"Philohaiku @ord@ Verabsolutier ' / niemals die Spezielle : / werden zu Monster. haiku , philosophy , machiavelli"
neutral	Compliance : sozial Netzwerk kontrollieren %Link Oliver Schonscheck stellen Lösung vor. grc tools
neutral	Verkauf Wallnüsse : Unna | hallo ihr lieb ich verkaufen Walnuss bitten mit ihr Preisvorstellung
neutral	"Neeei , geben halt Wichtigere ."
neutral	"verbindlich Altersbeschränkung : CSU fordern "" Porno - Schranke "" in Internet : die CSU fordern eine Ende die frei v ..."
positive	können eine Woche geil beginnen ? ich glauben nicht .
positive	"schaffen , drei Fährte legen ! nun warten und gemütlich eine Bierchen ..."
positive	super Reaktion auf die gehälterfrage . müssen man er zugestehen . Tvduell
neutral	A golden Star was Born Today %User %PosSmiley HBD. I love you so much .
neutral	%Link günstig sein nicht gleich gut !
neutral	über men ... reden . ... und sie holen aus %PosSmiley hi
negative	Hilfe ! Hilfe ! rufen mal eine schnell die Modepolizei ! mein Auge werden gerade vergewaltigen !
negative	"bei die CDU heißen "" Mindestlohn "" , dass trotzdem weiterhin gering Lohn zahlen werden können . keine Scherz ! eben bei ..."
neutral	Daumen drücken : %User wollen die Medaille. wollen in Finale ! wir berichten live aus Barcelona :
neutral	Hubschrauber haben versuchen auf die Hinterhof zu landen . wohl erst bei Anflug sehen dass da reichlich Baum stehen .
neutral	"mein Schlusswort unter dies Stronachiade borgen ich ich bei Max Frisch : "" Geld verderben die Charakter nicht , sondern le ..."
negative	wie einfach sonst niemand mit ich schreiben ... und ich denken bei yt sein alle nett T T ' '
neutral	"gerade kommen Gewitterwarnung bis @card@ Uhr . stark Regen , klein Hagel"
neutral	Spähaffäre : einsam Amerika ...
neutral	"Nelly aus Ruswil | Kuss|Küssen , Sex in 5- Stern Hotel , nett Typ jede Alter , Sex in Hotel ,"
neutral	glücklich trotz Scheidung helfen in alle Bereich die Leben Ziel zu setzen %Link beziehungen AG ...
neutral	* defibrilator bereit halt *
positive	in Bus zu Uni eine Lumpi Lambertz Lookalike gegenüber sitzen . Siegen werden ich langsam sympathisch. f95
neutral	"gegen Stress und Angst einfach ansingen , können ich . auch eine Art Therapie ."
neutral	bezahlen wenige f�r 2 tb Samsung Barracuda festplatten gut Preis ansehen %Link fb
neutral	"s21 Leistung , Brandschutz , Kosten , nutzen , Stadtentwicklung , Infrastruktur , Zukunft : SCHROTT"
positive	die sein auch weiter weg . %PosSmiley
neutral	was sein denn da drauf ? gut Morgen
neutral	Geschenk ?
positive	viele Glück %PosSmiley
neutral	UZH belohnen strafbar Mitarbeiterinmit Lohnfortzahlung %User
